"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","BirthYear","MonthlyLeaves","OverTimeHours"
32,"0","Travel_Frequently","Tax","30분미만",3,"인문학",207,2,"1",3,3,"감사직",4,"Single",8998,1,14,3,4,9,2,3,9,8,3,7,1988,2,0
29,"0","Non-Travel","Audit","30분미만",1,"자연과학",208,4,"0",3,2,"세무직",3,"Married",4319,1,13,3,1,10,1,3,10,7,0,9,1991,0,0
51,"0","Travel_Rarely","Audit","30분미만",4,"상경계",211,2,"0",2,2,"세무직",3,"Married",6132,2,17,3,3,10,2,3,1,0,0,0,1969,1,0
58,"0","Travel_Rarely","Audit","30분미만",3,"상경계",214,2,"1",2,1,"컨설팅직",2,"Married",3346,4,20,4,2,9,3,2,1,0,0,0,1962,3,44
40,"0","Travel_Rarely","Tax","30분미만",4,"인문학",215,3,"0",2,3,"감사직",4,"Married",10855,7,11,3,1,15,2,2,12,11,2,11,1980,2,0
34,"0","Travel_Frequently","Tax","30분미만",4,"인문학",216,3,"1",3,1,"영업직",3,"Married",2231,6,18,3,4,6,3,3,4,3,1,2,1986,1,0
22,"0","Travel_Rarely","Audit","1시간미만",1,"상경계",217,3,"0",3,1,"컨설팅직",4,"Married",2323,1,24,4,1,2,6,3,2,2,2,2,1998,2,0
27,"0","Non-Travel","Audit","30분미만",3,"상경계",218,4,"0",3,1,"컨설팅직",2,"Divorced",2024,6,18,3,4,6,1,1,2,2,2,2,1993,1,0
28,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",221,3,"0",3,1,"컨설팅직",4,"Married",2713,1,11,3,3,5,2,1,5,2,0,2,1992,3,0
57,"0","Travel_Rarely","Audit"," 1시간이상",2,"기술공학",223,3,"0",4,3,"투자자문직",4,"Divorced",9439,3,16,3,2,12,2,1,5,3,1,4,1963,1,39
27,"0","Non-Travel","Audit","30분미만",3,"상경계",224,3,"0",2,1,"컨설팅직",3,"Divorced",2566,1,15,3,4,1,2,2,1,1,0,1,1993,3,22
50,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",226,3,"1",3,5,"연구직",2,"Single",19926,3,15,3,2,21,5,3,5,4,4,4,1970,2,0
41,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",227,1,"0",3,1,"컨설팅직",3,"Divorced",2451,4,12,3,1,13,2,3,9,8,1,8,1979,0,0
30,"0","Travel_Rarely","Tax","30분미만",3,"기술공학",228,2,"1",3,3,"감사직",4,"Married",9419,2,12,3,3,12,2,3,10,9,7,4,1990,0,0
38,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",230,1,"1",2,2,"감사직",4,"Single",8686,4,22,4,3,12,2,4,8,3,0,7,1982,1,0
32,"0","Travel_Rarely","Audit","30분미만",5,"기술공학",231,3,"0",3,1,"컨설팅직",3,"Single",3038,3,20,4,1,8,2,3,5,4,1,4,1988,2,0
27,"0","Travel_Rarely","Audit","1시간미만",3,"자연과학",233,3,"0",3,1,"컨설팅직",2,"Married",3058,0,16,3,4,6,3,2,5,2,1,1,1993,1,34
19,"1","Travel_Frequently","Tax","30분미만",1,"자연과학",235,3,"1",1,1,"영업직",1,"Single",2325,0,21,4,1,1,5,4,0,0,0,0,2001,1,0
36,"0","Travel_Frequently","Audit","30분미만",2,"상경계",238,4,"0",3,1,"기술컨설팅직",2,"Single",2088,4,12,3,3,13,3,2,8,7,7,2,1984,0,0
30,"0","Non-Travel","Audit","30분미만",3,"상경계",239,3,"0",3,2,"기술컨설팅직",1,"Divorced",3072,1,11,3,3,12,4,3,12,9,6,10,1990,1,0
45,"0","Travel_Rarely","Tax","30분미만",2,"기술공학",240,3,"1",3,2,"감사직",1,"Divorced",5006,4,11,3,1,9,3,4,5,4,0,3,1975,1,52
56,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",241,3,"1",3,1,"컨설팅직",1,"Divorced",4257,4,18,3,3,19,3,3,2,2,2,2,1964,2,10
33,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",242,3,"0",3,1,"컨설팅직",4,"Single",2500,0,14,3,1,4,2,4,3,1,0,2,1987,0,0
19,"1","Travel_Rarely","Audit","30분미만",3,"기술공학",243,2,"0",2,1,"기술컨설팅직",4,"Single",1102,1,22,4,3,1,3,2,1,0,1,0,2001,0,0
46,"0","Travel_Rarely","Tax","30분미만",2,"인문학",244,2,"1",3,3,"감사직",1,"Divorced",10453,1,25,4,3,24,2,3,24,13,15,7,1974,2,0
38,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",245,3,"1",3,1,"기술컨설팅직",4,"Single",2288,1,12,3,3,2,3,3,2,2,2,1,1982,3,0
31,"0","Travel_Rarely","Audit","1시간미만",1,"상경계",246,3,"1",3,1,"컨설팅직",4,"Married",3929,8,23,4,3,7,0,3,4,2,0,2,1989,1,34
34,"0","Travel_Rarely","Audit"," 1시간이상",2,"상경계",247,4,"1",3,1,"컨설팅직",2,"Single",2311,2,15,3,4,9,3,3,3,2,1,2,1986,0,0
41,"1","Travel_Rarely","Tax","1시간미만",2,"인문학",248,2,"1",3,1,"영업직",2,"Single",3140,1,22,4,4,4,5,2,4,3,0,2,1979,3,28
50,"0","Travel_Rarely","Audit","30분미만",3,"상경계",249,3,"0",2,1,"기술컨설팅직",3,"Married",3690,2,15,3,4,5,2,2,3,2,0,2,1970,0,0
53,"0","Travel_Rarely","Audit","1시간미만",2,"상경계",250,4,"1",4,2,"세무직",1,"Divorced",4450,1,11,3,3,5,3,3,4,2,1,3,1967,3,0
33,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",252,4,"1",3,1,"컨설팅직",2,"Married",2756,1,13,3,4,8,5,3,8,7,1,6,1987,2,0
40,"0","Travel_Rarely","Audit","30분미만",1,"상경계",253,4,"1",3,5,"연구직",3,"Married",19033,1,14,3,2,21,2,3,20,8,9,9,1980,1,0
55,"0","Travel_Rarely","Audit","1시간미만",4,"상경계",254,3,"0",4,5,"기술직",2,"Single",18722,8,11,3,4,36,3,3,24,15,2,15,1965,3,0
34,"0","Travel_Frequently","Audit","30분미만",1,"기술공학",256,4,"0",2,2,"세무직",3,"Married",9547,1,17,3,3,10,2,2,10,9,1,9,1986,2,0
51,"0","Travel_Rarely","Audit","30분미만",3,"상경계",258,4,"1",3,4,"투자자문직",2,"Single",13734,3,18,3,3,21,6,3,7,7,1,0,1969,3,0
52,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",259,3,"0",2,5,"연구직",3,"Married",19999,0,14,3,1,34,5,3,33,18,11,9,1968,1,0
27,"0","Travel_Rarely","Audit","30분미만",3,"상경계",260,4,"1",3,1,"컨설팅직",2,"Single",2279,1,16,3,4,7,2,2,7,7,0,3,1993,1,0
35,"1","Travel_Rarely","Audit"," 1시간이상",2,"기술공학",261,2,"0",2,2,"세무직",3,"Married",5916,3,13,3,1,8,1,3,1,0,0,1,1985,1,44
43,"0","Non-Travel","Audit","30분미만",3,"상경계",262,4,"0",4,1,"컨설팅직",4,"Divorced",2089,4,14,3,4,7,3,4,5,4,2,2,1977,2,0
45,"0","Non-Travel","Audit","30분미만",2,"상경계",264,1,"0",2,4,"연구직",4,"Married",16792,9,23,4,4,22,1,3,20,8,11,8,1975,1,0
37,"0","Travel_Rarely","Audit"," 1시간이상",3,"기술공학",267,2,"0",4,1,"컨설팅직",1,"Married",3564,1,12,3,1,8,3,2,8,7,1,7,1983,0,15
35,"0","Travel_Frequently","Audit","30분미만",3,"상경계",269,2,"1",3,2,"기술컨설팅직",2,"Single",4425,5,11,3,4,10,5,3,6,2,1,2,1985,1,0
42,"0","Non-Travel","Audit"," 1시간이상",2,"상경계",270,3,"1",3,2,"세무직",3,"Divorced",5265,2,16,3,2,11,5,3,5,3,0,2,1978,3,0
38,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",271,4,"0",3,2,"세무직",3,"Married",6553,9,14,3,2,14,3,3,1,0,0,0,1982,1,0
38,"0","Travel_Rarely","Audit"," 1시간이상",3,"자연과학",273,4,"0",3,2,"세무직",4,"Married",6261,3,18,3,1,9,3,1,7,7,1,7,1982,3,0
27,"0","Travel_Frequently","Audit","30분미만",1,"자연과학",274,3,"0",2,2,"세무직",1,"Married",4298,5,19,3,3,6,1,3,2,2,2,0,1993,1,0
49,"0","Non-Travel","Audit","1시간미만",4,"기술공학",275,4,"0",3,2,"세무직",4,"Divorced",6804,1,15,3,1,7,0,3,7,7,1,7,1971,1,3
34,"0","Travel_Frequently","Audit","30분미만",4,"상경계",277,4,"0",3,1,"컨설팅직",3,"Divorced",3815,1,17,3,4,5,4,4,5,3,2,0,1986,1,44
40,"0","Travel_Rarely","Audit","1시간미만",2,"상경계",281,3,"0",3,2,"기술컨설팅직",4,"Married",2741,8,15,3,3,15,2,4,7,2,3,7,1980,3,49
38,"1","Travel_Rarely","Audit"," 1시간이상",1,"상경계",282,2,"0",3,2,"투자자문직",1,"Married",6673,7,19,3,2,17,2,3,1,0,0,0,1982,0,3
29,"1","Travel_Rarely","Tax"," 1시간이상",3,"인문학",283,2,"1",3,3,"감사직",4,"Married",7639,1,22,4,4,10,3,2,10,4,1,9,1991,3,0
22,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",284,4,"0",4,1,"컨설팅직",2,"Divorced",2328,1,16,3,1,4,2,2,4,2,2,2,1998,1,9
36,"0","Travel_Frequently","Audit","1시간미만",1,"상경계",286,2,"1",3,1,"기술컨설팅직",4,"Single",2153,1,13,3,1,8,2,3,8,1,1,7,1984,2,0
40,"0","Non-Travel","Audit","30분미만",5,"기술공학",287,4,"0",2,2,"투자자문직",4,"Married",4876,9,14,3,4,5,5,1,3,2,0,2,1980,0,0
46,"0","Travel_Rarely","Audit","30분미만",4,"상경계",288,4,"0",3,3,"투자자문직",1,"Divorced",9396,7,16,3,3,17,3,3,4,2,0,3,1974,2,0
32,"1","Travel_Rarely","Tax","30분미만",4,"상경계",291,4,"0",1,3,"감사직",4,"Married",10400,1,11,3,3,14,2,2,14,8,9,8,1988,2,0
30,"0","Non-Travel","Audit","30분미만",1,"기술공학",292,3,"0",2,3,"세무직",3,"Single",8474,1,22,4,3,12,2,3,11,8,5,8,1990,1,0
27,"0","Travel_Frequently","Tax","1시간미만",3,"기술공학",293,4,"1",3,2,"감사직",3,"Single",9981,1,14,3,4,7,2,3,7,7,0,7,1993,2,0
51,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",296,2,"0",2,3,"기술직",2,"Married",12490,5,16,3,4,16,5,1,10,9,4,7,1969,0,0
30,"1","Travel_Rarely","Audit","30분미만",3,"자연과학",297,4,"1",3,1,"컨설팅직",1,"Single",2657,5,11,3,3,8,5,3,5,2,0,4,1990,1,8
41,"0","Travel_Rarely","Tax","30분미만",3,"기술공학",298,4,"1",3,3,"연구직",4,"Single",13591,3,18,3,3,16,3,3,1,0,0,0,1979,3,40
30,"1","Travel_Frequently","Tax"," 1시간이상",4,"인문학",299,3,"1",2,2,"감사직",1,"Single",6696,5,15,3,3,9,5,2,6,3,0,1,1990,1,0
29,"1","Travel_Rarely","Audit","30분미만",3,"자연과학",300,3,"0",3,1,"컨설팅직",3,"Single",2058,0,14,3,4,7,1,2,6,2,1,5,1991,2,0
45,"0","Non-Travel","Tax","30분미만",3,"상경계",302,4,"1",2,3,"감사직",4,"Single",8865,6,12,3,4,23,2,3,19,7,12,8,1975,1,0
54,"0","Travel_Rarely","Tax","30분미만",3,"인문학",303,4,"1",3,2,"감사직",1,"Married",5940,2,14,3,4,16,4,3,6,2,0,5,1966,0,0
36,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",304,4,"0",3,2,"기술컨설팅직",2,"Single",5914,8,16,3,4,16,3,4,13,11,3,7,1984,0,0
33,"0","Travel_Rarely","Audit","30분미만",4,"상경계",305,3,"1",2,1,"컨설팅직",2,"Married",2622,6,21,4,4,7,3,3,3,2,1,1,1987,0,0
37,"0","Travel_Frequently","Audit","1시간미만",3,"기타",306,2,"0",3,3,"기술직",4,"Divorced",12185,1,14,3,3,10,1,3,10,8,0,7,1983,1,35
38,"0","Travel_Rarely","Tax","30분미만",3,"기술공학",307,1,"0",3,3,"감사직",3,"Divorced",10609,0,12,3,3,17,6,2,16,10,5,13,1982,0,0
31,"0","Non-Travel","Audit","30분미만",4,"상경계",308,3,"0",1,2,"세무직",3,"Married",4345,0,12,3,4,6,2,3,5,4,1,4,1989,0,0
59,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",309,3,"0",2,1,"컨설팅직",4,"Married",2177,3,17,3,1,7,6,3,1,0,0,0,1961,3,0
37,"0","Travel_Frequently","Tax","30분미만",4,"인문학",311,1,"0",3,1,"영업직",4,"Divorced",2793,4,17,3,3,13,2,3,9,8,5,8,1983,0,0
29,"0","Travel_Frequently","Tax","30분미만",1,"상경계",312,2,"1",3,3,"감사직",4,"Married",7918,1,14,3,4,11,5,3,11,10,4,1,1991,3,0
35,"0","Travel_Frequently","Tax","30분미만",3,"인문학",314,3,"1",3,3,"감사직",3,"Single",8789,1,14,3,1,10,3,4,10,7,0,8,1985,0,0
29,"1","Travel_Rarely","Audit","1시간미만",1,"상경계",315,3,"0",2,1,"컨설팅직",4,"Single",2389,1,13,3,3,4,3,2,4,3,0,1,1991,2,27
52,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",316,3,"1",2,1,"기술컨설팅직",4,"Single",3212,7,15,3,2,6,3,2,2,2,2,2,1968,0,0
42,"0","Travel_Rarely","Audit","30분미만",2,"자연과학",319,3,"0",3,5,"연구직",4,"Married",19232,1,11,3,4,22,3,3,22,17,11,15,1978,3,0
59,"0","Travel_Rarely","CS & DA","30분미만",2,"상경계",321,2,"0",3,1,"사무직",3,"Married",2267,8,17,3,4,7,2,2,2,2,2,2,1961,2,0
50,"0","Travel_Rarely","Tax","30분미만",4,"상경계",323,4,"1",3,5,"연구직",4,"Divorced",19517,3,11,3,3,32,3,2,7,0,0,6,1970,3,0
33,"1","Travel_Rarely","Audit","1시간미만",3,"상경계",325,3,"0",3,1,"기술컨설팅직",4,"Married",2436,5,13,3,3,8,2,1,5,4,0,4,1987,3,2
43,"0","Travel_Rarely","Tax","1시간미만",3,"인문학",327,4,"1",3,4,"연구직",4,"Married",16064,5,22,4,3,22,3,3,17,13,1,9,1977,3,52
33,"1","Travel_Rarely","Audit","30분미만",2,"기술공학",328,1,"1",3,1,"기술컨설팅직",1,"Married",2707,7,20,4,1,13,3,4,9,7,1,7,1987,3,0
52,"0","Non-Travel","Tax","30분미만",4,"기술공학",329,1,"0",2,5,"연구직",3,"Single",19068,1,18,3,4,33,2,4,33,7,15,12,1968,3,4
32,"0","Travel_Rarely","Tax","30분미만",2,"기술공학",330,3,"1",3,1,"영업직",2,"Married",3931,2,11,3,1,6,5,3,4,3,1,2,1988,2,0
32,"1","Travel_Rarely","Audit","30분미만",3,"기술공학",331,4,"0",2,1,"기술컨설팅직",3,"Single",3730,0,14,3,4,4,2,1,3,2,1,2,1988,0,45
39,"0","Travel_Rarely","Audit","30분미만",4,"상경계",332,3,"1",3,1,"기술컨설팅직",3,"Divorced",2232,7,14,3,3,7,1,3,3,2,1,2,1981,2,0
32,"0","Non-Travel","Tax"," 1시간이상",4,"인문학",333,3,"0",3,2,"감사직",4,"Married",4465,0,18,3,1,4,2,3,3,2,2,2,1988,2,0
41,"0","Travel_Rarely","Audit","1시간미만",2,"기술공학",334,3,"0",3,2,"컨설팅직",1,"Divorced",3072,2,16,3,1,17,2,2,1,0,0,0,1979,1,0
40,"0","Travel_Rarely","Audit"," 1시간이상",2,"자연과학",335,1,"0",3,2,"컨설팅직",4,"Divorced",3319,1,17,3,1,9,3,3,9,8,4,7,1980,0,0
45,"0","Travel_Rarely","Audit","30분미만",3,"기타",336,3,"0",4,5,"연구직",4,"Married",19202,0,11,3,3,25,2,3,24,0,1,7,1975,3,0
31,"0","Travel_Frequently","Audit","30분미만",4,"상경계",337,2,"0",3,3,"기술직",3,"Divorced",13675,9,12,3,1,9,3,3,2,2,2,2,1989,1,0
33,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",338,3,"1",2,1,"컨설팅직",4,"Married",2911,1,13,3,3,2,2,2,2,2,0,2,1987,1,0
34,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",339,4,"0",2,2,"세무직",1,"Married",5957,6,13,3,2,13,3,3,11,9,5,9,1986,0,0
37,"0","Travel_Rarely","Audit","30분미만",2,"상경계",340,3,"1",2,1,"컨설팅직",1,"Married",3920,2,14,3,1,17,2,2,3,1,0,2,1983,2,0
45,"0","Travel_Frequently","Audit","30분미만",4,"기술공학",341,1,"0",4,2,"세무직",3,"Married",6434,4,17,3,4,9,1,3,3,2,0,2,1975,2,0
37,"1","Travel_Frequently","Audit","30분미만",3,"상경계",342,1,"0",3,3,"세무직",3,"Divorced",10048,6,11,3,2,17,5,3,1,0,0,0,1983,1,0
39,"0","Travel_Frequently","Audit","30분미만",4,"자연과학",343,3,"1",3,3,"투자자문직",3,"Single",10938,0,25,4,4,20,1,3,19,6,11,8,1981,2,0
29,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",346,3,"0",3,1,"컨설팅직",4,"Single",2340,1,19,3,1,6,1,3,6,5,1,5,1991,3,0
42,"0","Travel_Rarely","Audit","1시간미만",2,"기술공학",347,4,"1",4,2,"컨설팅직",1,"Single",6545,3,13,3,3,10,1,3,3,2,0,2,1978,3,23
29,"0","Travel_Rarely","Tax","1시간미만",2,"인문학",349,4,"0",3,2,"감사직",4,"Divorced",6931,2,14,3,4,10,2,3,3,2,0,2,1991,0,0
25,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",350,1,"1",3,2,"세무직",3,"Married",4898,0,12,3,4,5,3,3,4,2,1,2,1995,0,0
42,"0","Travel_Rarely","Audit","30분미만",3,"상경계",351,4,"1",2,1,"기술컨설팅직",1,"Divorced",2593,0,11,3,3,10,4,3,9,6,7,8,1978,0,26
40,"0","Travel_Rarely","Audit","30분미만",2,"상경계",352,1,"0",3,5,"기술직",3,"Divorced",19436,0,19,3,4,22,5,3,21,7,3,9,1980,0,0
51,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",353,3,"0",3,1,"컨설팅직",4,"Married",2723,1,11,3,2,1,0,2,1,0,0,0,1969,0,0
31,"1","Travel_Frequently","Audit"," 1시간이상",2,"상경계",355,3,"0",2,1,"기술컨설팅직",2,"Single",3479,0,11,3,2,6,2,4,5,4,1,4,1989,3,0
32,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",359,2,"0",4,1,"기술컨설팅직",2,"Married",2794,1,20,4,3,5,3,1,5,1,0,3,1988,2,0
38,"0","Non-Travel","Tax","30분미만",2,"기술공학",361,4,"0",2,2,"감사직",4,"Married",5249,3,18,3,4,13,0,3,8,7,7,5,1982,1,0
32,"0","Travel_Rarely","Audit","30분미만",1,"자연과학",362,4,"0",2,2,"기술컨설팅직",1,"Single",2176,4,13,3,4,9,5,3,6,2,0,4,1988,3,0
46,"0","Travel_Rarely","Tax","30분미만",3,"자연과학",363,3,"1",1,4,"연구직",2,"Married",16872,3,12,3,2,28,2,2,7,7,7,7,1974,0,25
28,"1","Travel_Rarely","Audit","30분미만",4,"기술공학",364,1,"0",3,1,"기술컨설팅직",3,"Single",3485,2,11,3,3,5,5,1,0,0,0,0,1992,2,0
29,"0","Travel_Rarely","Tax","30분미만",3,"상경계",366,1,"0",2,2,"감사직",2,"Married",6644,2,19,3,2,10,2,3,0,0,0,0,1991,3,0
31,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",367,2,"0",2,2,"투자자문직",4,"Married",5582,0,21,4,2,10,2,3,9,0,7,8,1989,1,0
25,"0","Non-Travel","Audit","30분미만",2,"기술공학",369,2,"0",4,2,"투자자문직",1,"Divorced",4000,1,12,3,4,6,2,3,6,3,1,5,1995,1,0
45,"0","Travel_Rarely","Audit","1시간미만",2,"상경계",372,3,"0",3,4,"투자자문직",4,"Married",13496,0,14,3,2,21,2,3,20,7,4,10,1975,1,2
36,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",373,4,"0",3,1,"기술컨설팅직",4,"Married",3210,0,11,3,3,16,4,3,15,13,10,11,1984,0,0
55,"0","Travel_Rarely","Audit","30분미만",3,"상경계",374,4,"0",3,5,"연구직",1,"Single",19045,0,14,3,3,37,2,3,36,10,4,13,1965,2,27
47,"1","Non-Travel","Audit"," 1시간이상",4,"기술공학",376,1,"0",3,3,"연구직",2,"Married",11849,1,12,3,4,10,2,2,10,7,9,9,1973,1,24
28,"0","Travel_Rarely","Audit","30분미만",3,"상경계",377,4,"0",3,1,"컨설팅직",4,"Married",2070,1,23,4,4,5,3,2,5,2,0,4,1992,3,0
37,"0","Travel_Rarely","Tax","30분미만",4,"상경계",378,3,"0",3,2,"감사직",4,"Married",6502,4,14,3,2,7,5,4,5,4,0,1,1983,2,0
21,"0","Travel_Rarely","Audit","30분미만",2,"상경계",379,4,"0",2,1,"컨설팅직",3,"Single",3230,1,17,3,1,3,4,4,3,2,1,0,1999,3,0
37,"0","Non-Travel","Audit","30분미만",4,"상경계",380,1,"1",3,3,"기술직",4,"Divorced",13603,2,18,3,1,15,2,3,5,2,0,2,1983,0,30
35,"0","Travel_Rarely","Audit"," 1시간이상",3,"기술공학",381,2,"1",4,3,"연구직",2,"Divorced",11996,7,18,3,2,10,6,2,7,7,6,2,1985,0,0
38,"0","Travel_Rarely","Tax","30분미만",2,"상경계",382,1,"1",4,2,"감사직",1,"Divorced",5605,1,24,4,3,8,3,3,8,0,7,7,1982,0,12
26,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",384,3,"1",3,2,"세무직",2,"Divorced",6397,1,20,4,1,6,6,1,6,5,1,4,1994,0,0
50,"0","Travel_Rarely","Audit","30분미만",1,"기술공학",385,1,"0",3,5,"기술직",2,"Divorced",19144,3,14,3,1,28,4,2,10,4,1,6,1970,3,0
53,"0","Travel_Rarely","Audit","30분미만",4,"상경계",386,3,"0",3,4,"기술직",3,"Married",17584,3,16,3,4,21,5,2,5,3,1,3,1967,0,39
42,"0","Travel_Rarely","Tax","30분미만",1,"기술공학",387,2,"0",3,2,"감사직",3,"Married",4907,1,25,4,3,20,3,3,20,16,11,6,1978,0,0
29,"0","Travel_Frequently","Tax","30분미만",2,"기술공학",388,2,"0",3,2,"감사직",4,"Single",4554,1,18,3,1,10,3,2,10,7,0,9,1991,0,0
55,"0","Travel_Rarely","Audit","1시간미만",2,"자연과학",389,2,"0",3,2,"기술컨설팅직",4,"Married",5415,3,19,3,4,12,4,3,10,7,0,8,1965,0,11
26,"0","Travel_Frequently","Audit","1시간미만",2,"상경계",390,1,"0",3,2,"투자자문직",1,"Married",4741,1,13,3,3,5,3,3,5,3,3,3,1994,3,23
37,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",391,4,"1",3,1,"컨설팅직",4,"Single",2115,1,12,3,2,17,3,3,17,12,5,7,1983,2,0
44,"1","Travel_Frequently","Audit"," 1시간이상",3,"기술공학",392,4,"0",3,1,"기술컨설팅직",3,"Divorced",3161,3,22,4,4,19,0,1,1,0,0,0,1976,1,17
38,"0","Travel_Rarely","Audit"," 1시간이상",4,"기술공학",393,4,"0",3,2,"투자자문직",4,"Divorced",5745,9,14,3,2,10,2,3,2,2,1,2,1982,3,0
26,"1","Travel_Rarely","Audit","1시간미만",4,"상경계",394,1,"0",3,1,"기술컨설팅직",2,"Divorced",2373,2,13,3,4,5,2,3,3,2,0,2,1994,2,47
28,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",395,4,"1",3,1,"컨설팅직",4,"Single",3310,1,21,4,4,5,3,3,5,3,0,2,1992,3,0
49,"0","Travel_Frequently","Audit","30분미만",4,"기술공학",396,3,"1",3,5,"기술직",1,"Single",18665,9,11,3,4,22,4,3,3,2,1,2,1971,0,51
36,"0","Travel_Rarely","Audit","30분미만",3,"자연과학",397,3,"0",3,2,"컨설팅직",2,"Single",4485,4,12,3,4,10,2,3,8,0,7,7,1984,1,0
31,"0","Travel_Frequently","Tax","30분미만",3,"인문학",399,4,"1",3,1,"영업직",2,"Divorced",2789,1,11,3,3,2,5,2,2,2,2,2,1989,3,0
26,"1","Travel_Rarely","Tax","30분미만",4,"인문학",401,4,"0",2,2,"감사직",4,"Single",5828,1,12,3,2,8,0,3,8,7,7,4,1994,3,44
37,"0","Travel_Frequently","Audit","30분미만",3,"상경계",403,2,"0",3,1,"컨설팅직",4,"Married",2326,1,12,3,3,4,3,2,4,2,1,2,1983,0,35
42,"0","Travel_Frequently","Tax"," 1시간이상",3,"인문학",404,3,"1",3,4,"감사직",2,"Married",13525,5,14,3,4,23,2,4,20,4,4,8,1978,3,0
18,"1","Travel_Rarely","Audit","30분미만",3,"기술공학",405,3,"0",3,1,"기술컨설팅직",3,"Single",1420,1,13,3,3,0,2,3,0,0,0,0,2002,1,0
35,"0","Travel_Rarely","Tax","1시간미만",3,"인문학",406,3,"0",3,3,"감사직",2,"Married",8020,0,15,3,3,12,3,2,11,9,6,9,1985,3,0
36,"0","Travel_Frequently","Audit","1시간미만",4,"기술공학",407,3,"0",4,1,"기술컨설팅직",4,"Married",3688,4,18,3,4,4,2,3,1,0,0,0,1984,0,0
51,"0","Travel_Rarely","Audit","30분미만",3,"상경계",408,4,"0",1,2,"세무직",2,"Divorced",5482,5,18,3,4,13,3,3,4,1,1,2,1969,3,0
41,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",410,4,"0",3,4,"연구직",2,"Single",16015,1,19,3,2,22,2,3,22,10,0,4,1979,2,0
18,"0","Travel_Rarely","Tax","30분미만",3,"상경계",411,4,"1",2,1,"영업직",3,"Single",1200,1,12,3,1,0,2,3,0,0,0,0,2002,3,0
28,"0","Travel_Rarely","Audit","1시간미만",2,"상경계",412,2,"0",4,2,"투자자문직",1,"Single",5661,0,19,3,3,9,2,3,8,3,0,7,1992,3,0
31,"0","Travel_Rarely","Tax","30분미만",3,"자연과학",416,2,"0",4,2,"감사직",4,"Married",6929,4,11,3,2,10,3,2,8,7,7,7,1989,2,0
39,"0","Travel_Rarely","Audit","30분미만",3,"상경계",417,3,"0",4,3,"투자자문직",4,"Divorced",9613,0,17,3,1,19,5,2,18,10,3,7,1981,3,0
36,"0","Non-Travel","Audit"," 1시간이상",4,"기술공학",419,2,"1",3,2,"기술컨설팅직",2,"Married",5674,7,15,3,3,11,3,3,9,8,0,8,1984,0,0
32,"0","Travel_Rarely","Tax","30분미만",3,"기술공학",420,4,"0",2,2,"감사직",3,"Married",5484,1,14,3,3,13,3,2,13,8,4,8,1988,0,0
38,"0","Travel_Rarely","Audit"," 1시간이상",2,"기술공학",421,1,"1",2,3,"기술직",2,"Married",12061,3,17,3,3,19,2,3,10,8,0,1,1982,2,0
58,"0","Non-Travel","Audit","30분미만",4,"기술공학",422,4,"0",1,2,"투자자문직",3,"Divorced",5660,2,13,3,4,12,2,3,5,3,1,2,1962,3,45
31,"0","Travel_Rarely","Audit","30분미만",4,"자연과학",423,3,"0",3,1,"컨설팅직",4,"Married",4821,0,12,3,3,6,4,3,5,2,0,3,1989,1,51
31,"0","Travel_Rarely","CS & DA","30분미만",3,"예체능",424,1,"0",2,2,"사무직",1,"Married",6410,3,12,3,4,9,1,3,2,2,1,0,1989,1,0
